,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
17784,28,F,City,Premium Membership,2015-03-26,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,109.26,48565.74,8.0,730.2,No,Yes,Yes,Solved in Follow-up,Poor Website,3
17785,23,M,Town,No Membership,2017-07-01,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,13,1426.0256391901692,41996.86,15.0,553.74,No,Yes,No,Not Applicable,Poor Product Quality,5
17786,48,M,Village,Platinum Membership,2015-02-06,?,Credit/Debit Card Offers,?,Wi-Fi,6,819.7,82131.53,1.0,1083.3693949508745,Yes,Yes,No,Not Applicable,Products always in Stock,1
17787,26,M,City,Basic Membership,2016-01-29,No,Without Offers,Desktop,Wi-Fi,5,229.02,16271.44,23.0,711.88,Yes,Yes,Yes,Solved in Follow-up,Too many ads,4
17788,46,M,Village,Platinum Membership,2017-05-16,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,252.61,56998.91,17.0,769.39,No,Yes,No,Not Applicable,Quality Customer Care,2
17789,40,F,City,Platinum Membership,2016-07-17,?,Credit/Debit Card Offers,Desktop,Mobile_Data,16,180.77,34077.33,15.0,785.15,Yes,No,No,Not Applicable,Poor Product Quality,3
17790,44,M,City,Basic Membership,2015-05-25,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,6,362.86,32398.46,,609.07,Yes,No,Yes,Unsolved,Poor Product Quality,5
17791,45,F,Town,No Membership,2016-08-31,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,265.76,44612.77,15.0,635.97,No,Yes,No,Not Applicable,Poor Product Quality,5
17792,34,F,Town,Silver Membership,2015-10-21,?,Without Offers,?,Fiber_Optic,13,108.01,49833.18,13.0,757.87,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3
17793,41,F,Village,Premium Membership,2017-04-16,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,428.18,61950.11,16.0,805.76,No,Yes,No,Not Applicable,User Friendly Website,1
17794,18,F,City,Basic Membership,2015-10-01,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,230.28,12301.35,16.0,,No,Yes,No,Not Applicable,Poor Website,5
17795,11,M,,Platinum Membership,2015-03-20,Yes,Without Offers,?,Mobile_Data,3,720.72,27383.24,12.0,978.1073759153652,Yes,No,Yes,No Information Available,No reason specified,3
17796,29,F,,Silver Membership,2016-09-06,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10,34.33,1880.11,,662.8,Yes,No,Yes,Unsolved,No reason specified,4
17797,47,F,Town,Basic Membership,2015-03-25,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,703.1,46686.8,,652.49,No,Yes,No,Not Applicable,Poor Customer Service,5
17798,11,M,Village,Gold Membership,2015-01-18,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,179.47,24628.59,15.0,1116.5240688926292,Yes,No,Yes,Unsolved,Too many ads,3
17799,13,F,City,Gold Membership,2015-03-05,No,Without Offers,Smartphone,Wi-Fi,16,409.09,22015.52,24.0,,Yes,No,No,Not Applicable,Poor Website,3
17800,30,M,Village,Platinum Membership,2015-07-05,No,Credit/Debit Card Offers,Desktop,Mobile_Data,1,113.68,31123.85,29.0,1216.5597885177108,No,Yes,Yes,Solved,Poor Product Quality,3
17801,27,F,City,Gold Membership,2015-12-06,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,95.42,45063.72,23.0,796.65,Yes,No,No,Not Applicable,Too many ads,3
17802,56,M,Village,Platinum Membership,2016-09-11,No,Without Offers,Desktop,Mobile_Data,14,361.35,59329.06,16.0,847.27,Yes,No,Yes,Solved in Follow-up,User Friendly Website,1
17803,57,F,City,Platinum Membership,2015-09-28,Yes,Credit/Debit Card Offers,?,Fiber_Optic,8,725.82,30127.2,22.0,1180.8340493803023,No,Yes,No,Not Applicable,No reason specified,3
17804,21,F,Village,No Membership,2015-04-17,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,202.45,47889.22,,632.84,Yes,No,Yes,Unsolved,No reason specified,5
17805,17,F,Town,Gold Membership,2015-09-21,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,240.86,1887.61,22.0,730.4,No,Yes,No,Not Applicable,No reason specified,3
17806,11,M,City,Gold Membership,2016-04-04,?,Without Offers,Both,Wi-Fi,4,286.07,39729.75,16.0,753.38,No,Yes,Yes,Unsolved,No reason specified,3
17807,25,M,City,Gold Membership,2015-05-11,No,Without Offers,Smartphone,Fiber_Optic,15,86.96,13355.02,14.0,732.31,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3
17808,27,F,,Platinum Membership,2016-05-16,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,218.34,25563.47,29.0,791.58,No,Yes,No,Not Applicable,Poor Product Quality,3
17809,48,F,Town,No Membership,2017-02-27,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,-753.8952685630278,43486.8,,524.5,Yes,No,No,Not Applicable,No reason specified,5
17810,49,M,Village,Silver Membership,2015-11-11,Yes,Without Offers,?,Wi-Fi,14,961.2,79715.43,15.0,795.71,Yes,No,Yes,No Information Available,Products always in Stock,2
17811,38,F,City,Basic Membership,2017-07-07,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,16,1539.8944308657387,9125.91,15.0,529.17,Yes,No,No,Not Applicable,Poor Customer Service,5
17812,28,F,City,Basic Membership,2017-10-03,No,Without Offers,Desktop,Wi-Fi,9,162.29,20172.03,22.0,,Yes,No,No,Not Applicable,Too many ads,5
17814,21,M,City,Gold Membership,2016-06-30,Yes,Without Offers,Both,Wi-Fi,16,1885.94,12033.6,19.0,643.88,No,Yes,No,Not Applicable,Poor Website,4
17815,49,M,Town,Premium Membership,2015-11-14,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9,330.54,93734.75,8.0,783.7,Yes,No,No,Not Applicable,Reasonable Price,1
17816,26,M,Village,No Membership,2016-01-15,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13,178.97,28782.87,13.0,687.85,No,Yes,Yes,Solved,Poor Product Quality,4
17817,19,F,City,Silver Membership,2017-10-05,?,Without Offers,Desktop,Wi-Fi,15,31.48,28575.53,22.0,274.0440178357678,No,Yes,No,Not Applicable,Poor Product Quality,4
17818,17,F,City,Gold Membership,2015-09-27,Yes,Without Offers,Desktop,Mobile_Data,14,51.65,35003.36,5.0,709.48,Yes,No,No,Not Applicable,Poor Product Quality,4
17819,59,F,,Premium Membership,2015-07-08,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,33.8,19082.61,15.0,717.38,No,Yes,No,Not Applicable,Too many ads,3
17820,37,F,,No Membership,2016-08-03,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,16,932.09,35482.5,9.0,875.4126687490849,No,Yes,No,Not Applicable,Poor Website,5
17821,62,F,Town,No Membership,2017-01-07,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,16,517.7,21092.07,9.0,648.58,No,Yes,No,Not Applicable,Too many ads,4
17822,18,M,,Basic Membership,2015-06-17,Yes,Without Offers,Desktop,Wi-Fi,22,63.72,3325.04,32.5441779797206,635.34,Yes,No,No,Not Applicable,No reason specified,4
17823,29,M,City,No Membership,2015-01-01,Yes,Without Offers,Smartphone,Mobile_Data,12,138.13,44571.99,22.0,,No,Yes,Yes,Solved in Follow-up,Too many ads,5
17824,27,M,Village,Platinum Membership,2017-10-19,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21,113.92,16497.44,12.0,728.95,Yes,No,Yes,Solved,Too many ads,3
17825,36,F,,Basic Membership,2015-04-22,No,Credit/Debit Card Offers,Desktop,Wi-Fi,4,33.7,47072.27,19.0,702.96,No,Yes,Yes,No Information Available,Poor Website,4
17826,45,M,,Gold Membership,2015-03-25,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,106.8,61360.17,19.0,237.69382542399975,Yes,No,Yes,No Information Available,Reasonable Price,1
17827,51,F,Village,Gold Membership,2017-02-27,No,Credit/Debit Card Offers,?,Wi-Fi,10,48.32,31569.54,14.0,,Yes,No,No,Not Applicable,Poor Product Quality,4
17828,11,F,Town,Silver Membership,2017-04-28,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19,42.39,9373.82,23.0,730.85,Yes,No,No,Not Applicable,No reason specified,3
17829,25,F,Town,Basic Membership,2016-01-22,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12,110.92,44076.82,26.0,607.92,Yes,No,Yes,No Information Available,Poor Website,4
17830,42,M,,Silver Membership,2017-09-23,Yes,Without Offers,Smartphone,Fiber_Optic,14,71.19,11600.77,16.0,738.72,Yes,Yes,No,Not Applicable,Poor Product Quality,3
17831,58,F,City,Premium Membership,2016-11-01,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,16,994.8968147634032,55180.37,6.0,221.49710869292065,Yes,No,No,Not Applicable,Products always in Stock,1
17832,17,F,Village,Gold Membership,2016-09-16,Yes,Without Offers,Smartphone,Fiber_Optic,17,77.55,24147.76,16.0,742.96,Yes,No,No,Not Applicable,No reason specified,3
17833,59,M,Town,Gold Membership,2015-05-03,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,22,263.18,4137.02,27.0,798.45,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,3
17834,34,M,Town,Silver Membership,2015-03-01,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,17,58.7,23454.05,17.0,730.46,Yes,No,No,Not Applicable,Too many ads,3
17835,19,M,City,Silver Membership,2015-02-25,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,211.27,30500.18,10.0,711.98,No,Yes,No,Not Applicable,Poor Website,4
17836,55,M,City,Gold Membership,2016-05-13,Yes,Without Offers,Desktop,Wi-Fi,20,347.86,42798.16,26.0,666.83,Yes,No,No,Not Applicable,Too many ads,4
17837,52,M,Town,No Membership,2017-09-19,No,Without Offers,Smartphone,Fiber_Optic,6,158.25,41673.04,12.0,377.7434505098281,Yes,No,Yes,No Information Available,Poor Product Quality,5
17838,54,F,City,Silver Membership,2016-05-23,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,18,111.73,29089.66,10.0,691.87,Yes,No,No,Not Applicable,Poor Website,4
17839,15,M,City,Platinum Membership,2015-01-30,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,237.9,49691.31,9.0,838.69,No,Yes,No,Not Applicable,Quality Customer Care,1
17840,12,M,Village,Premium Membership,2017-12-13,Yes,Without Offers,Desktop,Mobile_Data,20,1545.1397998488449,9525.35,-7.192078843399585,755.81,Yes,No,Yes,Solved in Follow-up,Too many ads,3
17841,41,F,Town,Silver Membership,2015-04-15,No,Credit/Debit Card Offers,?,Wi-Fi,14,345.78,20445.71,,780.96,No,Yes,Yes,No Information Available,Poor Product Quality,3
17842,59,F,Town,Gold Membership,2016-01-20,?,Without Offers,?,Wi-Fi,9,110.72,32049.18,21.0,753.01,No,Yes,No,Not Applicable,Too many ads,3
17843,52,M,,Basic Membership,2016-07-01,?,Credit/Debit Card Offers,Smartphone,Wi-Fi,-999,1006.71,46738.29,24.0,662.77,Yes,No,Yes,Solved in Follow-up,Poor Website,5
17844,17,F,,Gold Membership,2015-02-07,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,50.27,37542.2,25.0,,Yes,No,No,Not Applicable,Poor Product Quality,3
17845,41,F,Village,Basic Membership,2015-01-18,Yes,Gift Vouchers/Coupons,?,Wi-Fi,23,30.78,20068.09,23.0,668.08,Yes,No,Yes,Solved,Poor Product Quality,5
17846,42,F,City,Basic Membership,2016-12-03,Yes,Without Offers,Desktop,Wi-Fi,4,970.56,29372.65,,,No,Yes,Yes,No Information Available,Poor Product Quality,5
17847,14,F,Town,Gold Membership,2017-01-12,No,Credit/Debit Card Offers,Both,Mobile_Data,13,351.12,82787.32,4.0,724.67,Yes,No,No,Not Applicable,Quality Customer Care,2
17848,41,M,City,Basic Membership,2017-11-08,Yes,Without Offers,?,Wi-Fi,11,244.67,38976.01,17.0,712.23,Yes,No,No,Not Applicable,Poor Product Quality,4
17849,25,F,City,Platinum Membership,2015-06-01,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,11,227.72,4273.86,5.0,721.87,Yes,No,No,Not Applicable,Poor Product Quality,3
17850,22,M,Town,Silver Membership,2017-02-12,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,23,70.57,22173.68,28.0,706.56,Yes,No,No,Not Applicable,Poor Customer Service,3
17851,43,F,Village,Gold Membership,2017-12-27,No,Gift Vouchers/Coupons,Both,Mobile_Data,4,314.41,22511.72,17.0,710.31,Yes,Yes,No,Not Applicable,Too many ads,3
17852,15,F,Village,Silver Membership,2016-10-30,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,19,127.95,35665.46,23.0,780.95,No,Yes,No,Not Applicable,Too many ads,3
17853,41,M,Town,Premium Membership,2015-02-24,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,451.81,46930.37,3.0,752.89,Yes,Yes,No,Not Applicable,Reasonable Price,2
17854,27,F,City,Basic Membership,2016-09-21,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,6,1582.3197982695765,44180.61,5.0,,Yes,Yes,Yes,Solved,Poor Customer Service,5
17855,55,F,City,Platinum Membership,2015-05-19,?,Without Offers,?,Mobile_Data,18,77.4,2340.95,5.0,745.36,No,Yes,No,Not Applicable,Poor Product Quality,3
17856,58,F,,No Membership,2015-07-18,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17,30.2,27445.22,6.0,656.01,No,Yes,No,Not Applicable,Poor Product Quality,4
17857,51,F,City,No Membership,2016-07-06,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,73.68,25985.59,22.0,571.69,Yes,No,Yes,Solved,Poor Website,5
17858,28,F,Town,Premium Membership,2016-05-02,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,113.98,9664.08,6.0,379.3983382684542,Yes,No,Yes,Unsolved,Reasonable Price,1
17859,56,F,City,No Membership,2017-04-19,Yes,Credit/Debit Card Offers,?,Wi-Fi,18,171.22,1508.76,14.0,661.69,No,Yes,Yes,Unsolved,No reason specified,5
17860,57,F,Town,Basic Membership,2016-04-08,No,Without Offers,Smartphone,Wi-Fi,16,1293.1879140446108,30465.84,7.0,511.62,Yes,No,Yes,Solved,Too many ads,5
17861,63,F,City,No Membership,2016-09-01,Yes,Without Offers,Smartphone,Wi-Fi,12,60.15,47329.38,,624.98,No,Yes,Yes,No Information Available,Poor Website,5
17862,46,F,,Premium Membership,2017-01-07,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,3,47.74,26755.15,35.837158298853865,750.81,Yes,No,No,Not Applicable,Poor Customer Service,3
17863,61,F,Town,No Membership,2017-08-08,No,Credit/Debit Card Offers,?,Fiber_Optic,23,442.18,46017.31,-9.696253398579609,118.4786970997868,Yes,No,Yes,Unsolved,Poor Customer Service,4
17864,63,F,,Gold Membership,2015-02-27,Yes,Without Offers,Smartphone,Mobile_Data,4,78.21,18719.44,11.0,724.83,Yes,No,No,Not Applicable,Poor Product Quality,3
17865,34,F,Town,Silver Membership,2017-09-20,Yes,Without Offers,Both,Wi-Fi,18,380.2,48099.65,18.0,80.98626024896988,Yes,No,No,Not Applicable,Poor Customer Service,4
17866,57,M,,Basic Membership,2017-09-28,?,Without Offers,Smartphone,Wi-Fi,17,263.2,23176.72,23.0,674.08,No,Yes,No,Not Applicable,No reason specified,5
17867,12,F,,Basic Membership,2017-08-29,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,52.31,6851.44,28.0,710.18,No,Yes,Yes,Unsolved,Poor Website,4
17868,47,M,City,Platinum Membership,2015-04-29,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,454.66,40727.62,9.0,,Yes,No,Yes,No Information Available,Poor Website,3
17869,37,F,Town,Gold Membership,2015-04-13,Yes,Gift Vouchers/Coupons,?,Mobile_Data,24,89.1,28642.05,8.0,708.85,Yes,No,Yes,Solved in Follow-up,Too many ads,4
17870,54,F,Town,Gold Membership,2015-10-27,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,625.17,27566.56,18.0,625.26,Yes,Yes,No,Not Applicable,Too many ads,4
17871,24,F,Village,Gold Membership,2017-04-12,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,116.91,6044.09,3.0,727.1,No,Yes,No,Not Applicable,Reasonable Price,2
17872,63,F,,Gold Membership,2017-10-12,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,167.48,31575.67,26.0,,No,Yes,No,Not Applicable,Poor Product Quality,3
17873,49,M,Town,Gold Membership,2015-10-14,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,56.32,30622.91,,1195.1319968574155,Yes,No,Yes,Solved in Follow-up,Too many ads,3
17874,28,M,Town,Gold Membership,2015-08-30,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20,904.306169780808,53490.67,8.0,780.41,Yes,No,No,Not Applicable,User Friendly Website,1
17875,48,M,City,Basic Membership,2015-08-15,?,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,253.95,18199.78,14.0,644.42,Yes,No,Yes,Solved in Follow-up,Poor Website,5
17876,45,M,City,No Membership,2015-08-18,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,5,792.93,7412.79,23.0,649.88,Yes,No,Yes,No Information Available,Poor Product Quality,5
17877,46,M,City,Basic Membership,2016-07-07,Yes,Without Offers,Desktop,Wi-Fi,12,-259.78521290807646,44699.63,22.0,317.3103936626248,No,Yes,No,Not Applicable,Poor Website,5
17878,56,F,,No Membership,2015-09-06,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,16,450.13,2322.68,20.0,,Yes,No,No,Not Applicable,Too many ads,5
17879,48,M,City,Basic Membership,2017-12-12,No,Without Offers,Smartphone,Wi-Fi,17,127.58,49293.76,26.0,647.0,No,Yes,Yes,No Information Available,Poor Customer Service,4
17880,48,F,Town,Basic Membership,2015-12-01,Yes,Gift Vouchers/Coupons,?,Mobile_Data,11,30.43,7808.96,15.0,313.96477297005583,No,Yes,Yes,No Information Available,Poor Product Quality,4
17881,35,M,Town,Basic Membership,2017-05-10,?,Credit/Debit Card Offers,?,Mobile_Data,15,105.81,33808.46,5.0,,Yes,No,No,Not Applicable,Too many ads,5
17882,63,M,Town,Basic Membership,2017-02-08,No,Without Offers,Desktop,Wi-Fi,12,32.64,8702.11,28.0,1002.5774870198104,No,Yes,No,Not Applicable,Poor Customer Service,5
17883,53,F,,Premium Membership,2015-09-04,?,Without Offers,Smartphone,Fiber_Optic,11,486.41,34583.9,18.0,,No,Yes,Yes,Solved in Follow-up,Too many ads,3
17884,22,F,Town,No Membership,2015-09-10,No,Credit/Debit Card Offers,?,Wi-Fi,2,89.61,29044.37,17.0,312.59397238931746,Yes,No,Yes,No Information Available,Too many ads,5
17885,28,F,City,Basic Membership,2016-06-16,Yes,Without Offers,Smartphone,Mobile_Data,11,62.24,49646.56,27.0,,No,Yes,No,Not Applicable,Too many ads,4
17886,51,M,Town,Silver Membership,2015-02-09,No,Credit/Debit Card Offers,Both,Wi-Fi,8,324.58,28502.77,24.0,704.65,No,Yes,No,Not Applicable,Poor Product Quality,4
17887,22,F,City,Basic Membership,2016-09-08,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,36.47,37188.7,22.0,605.84,No,Yes,Yes,Unsolved,Poor Website,5
17888,13,M,Town,Platinum Membership,2016-10-24,No,Without Offers,Desktop,Fiber_Optic,15,864.6921831105583,46585.63,5.0,752.94,Yes,No,Yes,Unsolved,Products always in Stock,1
17889,42,F,Town,No Membership,2016-04-28,?,Without Offers,Desktop,Fiber_Optic,19,162.87,14223.23,25.0,524.91,Yes,No,Yes,Unsolved,Poor Website,5
17890,61,F,Village,Silver Membership,2016-02-22,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8,274.83,5111.09,,1232.150051695331,Yes,No,No,Not Applicable,No reason specified,4
17892,41,M,City,Platinum Membership,2017-05-15,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,19,137.73,55841.8,8.0,840.45,Yes,No,No,Not Applicable,Products always in Stock,1
17893,45,F,City,No Membership,2016-11-28,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,154.32,42749.01,23.0,,Yes,No,Yes,Unsolved,Poor Customer Service,5
17894,63,F,,Basic Membership,2017-08-11,Yes,Without Offers,Both,Fiber_Optic,18,740.78,24616.45,27.0,585.36,No,Yes,No,Not Applicable,No reason specified,5
17895,21,F,City,Gold Membership,2015-08-30,No,Credit/Debit Card Offers,?,Wi-Fi,8,247.71,89093.24,,1077.3606358397303,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,2
17896,12,M,Town,Silver Membership,2015-12-23,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20,94.45,7848.37,19.0,793.28,No,Yes,No,Not Applicable,No reason specified,3
17897,27,F,City,Gold Membership,2016-06-22,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,93.32,1532.24,9.0,638.71,Yes,No,No,Not Applicable,Poor Product Quality,4
17898,33,M,City,Gold Membership,2017-02-13,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5,1256.25,88153.54,-14.252634320098585,786.74,Yes,No,Yes,Unsolved,Quality Customer Care,1
17899,22,M,Town,Basic Membership,2016-07-11,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17,347.55,36425.75,20.0,559.33,Yes,No,Yes,Solved,Poor Product Quality,5
17900,62,M,Town,Premium Membership,2015-12-19,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,143.24,81920.55,13.0,737.14,No,Yes,No,Not Applicable,Reasonable Price,2
17901,18,M,,Basic Membership,2017-01-31,?,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,64.07,16953.23,16.0,601.72,No,Yes,Yes,No Information Available,No reason specified,4
17902,42,M,Village,Gold Membership,2016-02-12,No,Without Offers,Desktop,Mobile_Data,14,180.34,14830.23,24.0,1103.7775304915726,No,Yes,Yes,Solved,Too many ads,3
17903,58,F,City,Silver Membership,2015-07-03,No,Without Offers,Both,Mobile_Data,15,278.37,2970.34,,,No,Yes,No,Not Applicable,Poor Customer Service,4
17904,14,M,City,Gold Membership,2016-11-15,No,Gift Vouchers/Coupons,Both,Wi-Fi,-999,277.82,14780.59,5.0,264.019342253058,No,Yes,Yes,Solved,No reason specified,3
17905,18,F,City,Gold Membership,2016-05-29,?,Gift Vouchers/Coupons,?,Mobile_Data,11,57.14,19229.22,13.0,,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,4
17906,48,F,Town,Platinum Membership,2015-03-05,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,98.4,84175.71,15.0,844.33,No,Yes,Yes,No Information Available,User Friendly Website,1
17907,47,M,Town,Basic Membership,2017-05-12,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13,140.42,27883.67,15.0,636.2,No,Yes,No,Not Applicable,Poor Customer Service,5
17908,22,F,Town,No Membership,2017-07-13,?,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,327.69,46441.29,13.0,1736.3325944265955,No,Yes,No,Not Applicable,Too many ads,4
17909,46,F,Town,Silver Membership,2015-03-01,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1,475.59,7967.8,25.0,,Yes,No,No,Not Applicable,Poor Product Quality,3
17910,53,M,Town,No Membership,2016-10-05,Yes,Without Offers,Desktop,Fiber_Optic,18,84.14,35819.03,14.0,,Yes,No,Yes,Unsolved,No reason specified,5
17911,63,M,City,Silver Membership,2015-03-03,No,Without Offers,Smartphone,Wi-Fi,15,1113.4283547853736,49468.22,9.0,797.08,No,Yes,No,Not Applicable,No reason specified,3
17912,36,M,Town,Silver Membership,2017-02-19,No,Credit/Debit Card Offers,?,Mobile_Data,15,1477.064414879556,31617.51,,182.8113372193573,Yes,No,No,Not Applicable,Poor Customer Service,4
17913,49,F,City,Gold Membership,2016-11-13,Yes,Without Offers,Desktop,Fiber_Optic,20,-359.3271167179913,2084.83,,701.4,Yes,No,Yes,Unsolved,Too many ads,4
17914,30,F,City,Gold Membership,2015-05-03,No,Gift Vouchers/Coupons,?,Mobile_Data,15,73.15,31322.15,14.0,773.89,No,Yes,No,Not Applicable,No reason specified,3
17915,32,F,City,Basic Membership,2016-02-16,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,460.2,5420.93,16.0,317.8417285656488,Yes,No,Yes,Solved in Follow-up,Too many ads,5
17916,37,F,Town,Silver Membership,2016-07-17,No,Credit/Debit Card Offers,Desktop,Wi-Fi,-999,31.16,1536.4,19.0,626.66,Yes,No,Yes,Solved in Follow-up,Too many ads,4
17917,25,F,,No Membership,2015-05-11,Yes,Credit/Debit Card Offers,?,Wi-Fi,14,174.73,32405.0,20.0,587.86,No,Yes,No,Not Applicable,No reason specified,5
17918,45,M,Village,Platinum Membership,2015-10-27,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,2,606.47,38574.0,29.0,725.7,Yes,No,Yes,Solved in Follow-up,Poor Website,3
17919,62,M,Town,Silver Membership,2016-04-12,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16,80.61,63745.26,19.0,785.41,No,Yes,No,Not Applicable,Quality Customer Care,2
17920,39,F,Town,Platinum Membership,2017-01-20,No,Without Offers,Both,Fiber_Optic,14,293.57,6489.26,12.0,743.61,Yes,No,No,Not Applicable,Poor Website,3
17921,14,F,City,Platinum Membership,2016-02-17,No,Without Offers,Desktop,Mobile_Data,13,188.62,21761.87,27.0,742.22,Yes,No,Yes,No Information Available,No reason specified,3
17922,45,F,Town,Gold Membership,2015-10-14,No,Gift Vouchers/Coupons,Both,Fiber_Optic,12,325.57,23603.07,6.0,818.66,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,1
17923,15,F,City,No Membership,2015-08-28,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,11,291.56,27700.25,17.0,635.71,Yes,No,Yes,Solved,Too many ads,5
17924,34,F,City,Silver Membership,2017-01-06,No,Gift Vouchers/Coupons,?,Fiber_Optic,20,31.79,32134.49,25.0,1226.612284119391,No,Yes,Yes,Solved,Poor Product Quality,3
17925,39,F,Village,Gold Membership,2017-11-18,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,-1697.6128589811462,35261.31,,798.53,No,Yes,Yes,No Information Available,Poor Product Quality,3
17926,62,M,Town,Silver Membership,2015-08-20,No,Credit/Debit Card Offers,Both,Wi-Fi,-999,223.93,10047.36,29.0,789.41,Yes,No,Yes,No Information Available,Poor Product Quality,3
17927,54,F,,No Membership,2017-12-26,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,17,74.28,38803.63,6.0,528.17,No,Yes,Yes,Solved,Poor Customer Service,5
17928,29,M,Town,Silver Membership,2015-05-10,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,513.23,25445.3,1.0,348.29989995143325,No,Yes,Yes,No Information Available,Quality Customer Care,2
17929,38,M,City,Basic Membership,2016-11-12,?,Without Offers,Desktop,Wi-Fi,9,32.25,42469.25,27.0,687.59,Yes,No,No,Not Applicable,No reason specified,4
17930,63,M,Town,Silver Membership,2015-06-10,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,225.46,11793.16,29.0,386.2954483317137,Yes,Yes,No,Not Applicable,Poor Product Quality,3
